family,dim,k,method,trial,k_hat,f1
lomax,10,1,ecf_cos,36,0,0.0
lomax,10,1,midast_ks,36,0,0.0
lomax,10,1,midast_cvm,36,0,0.0
lomax,10,1,edivisive,36,2,0.0
lomax,10,1,ecf_cos,37,0,0.0
lomax,10,1,midast_ks,37,0,0.0
lomax,10,1,midast_cvm,37,3,0.5
lomax,10,1,edivisive,37,0,0.0
lomax,10,1,ecf_cos,38,0,0.0
lomax,10,1,midast_ks,38,0,0.0
lomax,10,1,midast_cvm,38,1,1.0
lomax,10,1,edivisive,38,1,1.0
lomax,10,1,ecf_cos,39,0,0.0
lomax,10,1,midast_ks,39,0,0.0
lomax,10,1,midast_cvm,39,1,0.0
lomax,10,1,edivisive,39,0,0.0
lomax,10,1,ecf_cos,40,0,0.0
lomax,10,1,midast_ks,40,0,0.0
lomax,10,1,midast_cvm,40,0,0.0
lomax,10,1,edivisive,40,0,0.0
lomax,10,1,ecf_cos,41,0,0.0
lomax,10,1,midast_ks,41,0,0.0
lomax,10,1,midast_cvm,41,3,0.0
lomax,10,1,edivisive,41,0,0.0
lomax,10,1,ecf_cos,42,0,0.0
lomax,10,1,midast_ks,42,0,0.0
lomax,10,1,midast_cvm,42,0,0.0
lomax,10,1,edivisive,42,0,0.0
lomax,10,1,ecf_cos,43,0,0.0
lomax,10,1,midast_ks,43,0,0.0
lomax,10,1,midast_cvm,43,2,0.0
lomax,10,1,edivisive,43,0,0.0
lomax,10,1,ecf_cos,44,0,0.0
lomax,10,1,midast_ks,44,0,0.0
lomax,10,1,midast_cvm,44,1,1.0
lomax,10,1,edivisive,44,0,0.0
lomax,10,1,ecf_cos,45,0,0.0
lomax,10,1,midast_ks,45,0,0.0
lomax,10,1,midast_cvm,45,0,0.0
lomax,10,1,edivisive,45,0,0.0
lomax,10,1,ecf_cos,46,0,0.0
lomax,10,1,midast_ks,46,0,0.0
lomax,10,1,midast_cvm,46,2,0.6666666666666666
lomax,10,1,edivisive,46,0,0.0
lomax,10,1,ecf_cos,47,0,0.0
lomax,10,1,midast_ks,47,0,0.0
lomax,10,1,midast_cvm,47,0,0.0
lomax,10,1,edivisive,47,0,0.0
lomax,10,1,ecf_cos,48,0,0.0
lomax,10,1,midast_ks,48,0,0.0
lomax,10,1,midast_cvm,48,0,0.0
lomax,10,1,edivisive,48,0,0.0
lomax,10,1,ecf_cos,49,0,0.0
lomax,10,1,midast_ks,49,0,0.0
lomax,10,1,midast_cvm,49,3,0.5
lomax,10,1,edivisive,49,0,0.0
lomax,10,1,ecf_cos,50,0,0.0
lomax,10,1,midast_ks,50,0,0.0
lomax,10,1,midast_cvm,50,1,0.0
lomax,10,1,edivisive,50,0,0.0
lomax,10,1,ecf_cos,51,0,0.0
lomax,10,1,midast_ks,51,0,0.0
lomax,10,1,midast_cvm,51,0,0.0
lomax,10,1,edivisive,51,0,0.0
lomax,10,1,ecf_cos,52,0,0.0
lomax,10,1,midast_ks,52,0,0.0
lomax,10,1,midast_cvm,52,1,0.0
lomax,10,1,edivisive,52,0,0.0
lomax,10,1,ecf_cos,53,0,0.0
lomax,10,1,midast_ks,53,0,0.0
lomax,10,1,midast_cvm,53,0,0.0
lomax,10,1,edivisive,53,0,0.0
lomax,10,1,ecf_cos,54,0,0.0
lomax,10,1,midast_ks,54,0,0.0
lomax,10,1,midast_cvm,54,2,0.6666666666666666
lomax,10,1,edivisive,54,0,0.0
lomax,10,1,ecf_cos,55,0,0.0
lomax,10,1,midast_ks,55,0,0.0
lomax,10,1,midast_cvm,55,1,0.0
lomax,10,1,edivisive,55,0,0.0
lomax,10,1,ecf_cos,56,0,0.0
lomax,10,1,midast_ks,56,0,0.0
lomax,10,1,midast_cvm,56,3,0.0
lomax,10,1,edivisive,56,0,0.0
lomax,10,1,ecf_cos,57,0,0.0
lomax,10,1,midast_ks,57,0,0.0
lomax,10,1,midast_cvm,57,0,0.0
lomax,10,1,edivisive,57,0,0.0
lomax,10,1,ecf_cos,58,0,0.0
lomax,10,1,midast_ks,58,0,0.0
lomax,10,1,midast_cvm,58,0,0.0
lomax,10,1,edivisive,58,0,0.0
lomax,10,1,ecf_cos,59,0,0.0
lomax,10,1,midast_ks,59,0,0.0
lomax,10,1,midast_cvm,59,3,0.0
lomax,10,1,edivisive,59,0,0.0
lomax,10,1,ecf_cos,60,0,0.0
lomax,10,1,midast_ks,60,0,0.0
lomax,10,1,midast_cvm,60,0,0.0
lomax,10,1,edivisive,60,2,0.0
lomax,10,1,ecf_cos,61,0,0.0
lomax,10,1,midast_ks,61,0,0.0
lomax,10,1,midast_cvm,61,1,0.0
lomax,10,1,edivisive,61,0,0.0
lomax,10,1,ecf_cos,62,0,0.0
lomax,10,1,midast_ks,62,0,0.0
lomax,10,1,midast_cvm,62,1,0.0
lomax,10,1,edivisive,62,0,0.0
lomax,10,1,ecf_cos,63,0,0.0
lomax,10,1,midast_ks,63,0,0.0
lomax,10,1,midast_cvm,63,2,0.0
lomax,10,1,edivisive,63,0,0.0
lomax,10,1,ecf_cos,64,2,0.0
lomax,10,1,midast_ks,64,0,0.0
lomax,10,1,midast_cvm,64,2,0.0
lomax,10,1,edivisive,64,0,0.0
lomax,10,1,ecf_cos,65,0,0.0
lomax,10,1,midast_ks,65,0,0.0
lomax,10,1,midast_cvm,65,2,0.6666666666666666
lomax,10,1,edivisive,65,0,0.0
lomax,10,1,ecf_cos,66,0,0.0
lomax,10,1,midast_ks,66,0,0.0
lomax,10,1,midast_cvm,66,3,0.5
lomax,10,1,edivisive,66,0,0.0
lomax,10,1,ecf_cos,67,0,0.0
lomax,10,1,midast_ks,67,0,0.0
lomax,10,1,midast_cvm,67,2,0.0
lomax,10,1,edivisive,67,0,0.0
lomax,10,1,ecf_cos,68,0,0.0
lomax,10,1,midast_ks,68,0,0.0
lomax,10,1,midast_cvm,68,2,0.0
lomax,10,1,edivisive,68,0,0.0
lomax,10,1,ecf_cos,69,0,0.0
lomax,10,1,midast_ks,69,0,0.0
lomax,10,1,midast_cvm,69,1,0.0
lomax,10,1,edivisive,69,0,0.0
lomax,10,1,ecf_cos,70,0,0.0
lomax,10,1,midast_ks,70,0,0.0
lomax,10,1,midast_cvm,70,0,0.0
lomax,10,1,edivisive,70,0,0.0
lomax,10,1,ecf_cos,71,0,0.0
lomax,10,1,midast_ks,71,0,0.0
lomax,10,1,midast_cvm,71,2,0.0
lomax,10,1,edivisive,71,0,0.0
lomax,10,1,ecf_cos,72,1,0.0
lomax,10,1,midast_ks,72,0,0.0
lomax,10,1,midast_cvm,72,2,0.0
lomax,10,1,edivisive,72,0,0.0
lomax,10,1,ecf_cos,73,1,0.0
lomax,10,1,midast_ks,73,0,0.0
lomax,10,1,midast_cvm,73,1,1.0
lomax,10,1,edivisive,73,2,0.0
lomax,10,1,ecf_cos,74,0,0.0
lomax,10,1,midast_ks,74,0,0.0
lomax,10,1,midast_cvm,74,2,0.6666666666666666
lomax,10,1,edivisive,74,0,0.0
lomax,10,1,ecf_cos,75,0,0.0
lomax,10,1,midast_ks,75,0,0.0
lomax,10,1,midast_cvm,75,0,0.0
lomax,10,1,edivisive,75,0,0.0
lomax,10,1,ecf_cos,76,0,0.0
lomax,10,1,midast_ks,76,0,0.0
lomax,10,1,midast_cvm,76,0,0.0
lomax,10,1,edivisive,76,0,0.0
lomax,10,1,ecf_cos,77,0,0.0
lomax,10,1,midast_ks,77,0,0.0
lomax,10,1,midast_cvm,77,1,0.0
lomax,10,1,edivisive,77,0,0.0
lomax,10,1,ecf_cos,78,0,0.0
lomax,10,1,midast_ks,78,0,0.0
lomax,10,1,midast_cvm,78,5,0.0
lomax,10,1,edivisive,78,2,0.0
lomax,10,1,ecf_cos,79,0,0.0
lomax,10,1,midast_ks,79,0,0.0
lomax,10,1,midast_cvm,79,1,1.0
lomax,10,1,edivisive,79,0,0.0
lomax,10,1,ecf_cos,80,0,0.0
lomax,10,1,midast_ks,80,0,0.0
lomax,10,1,midast_cvm,80,0,0.0
lomax,10,1,edivisive,80,0,0.0
lomax,10,1,ecf_cos,81,0,0.0
lomax,10,1,midast_ks,81,0,0.0
lomax,10,1,midast_cvm,81,2,0.6666666666666666
lomax,10,1,edivisive,81,0,0.0
lomax,10,1,ecf_cos,82,0,0.0
lomax,10,1,midast_ks,82,0,0.0
lomax,10,1,midast_cvm,82,2,0.6666666666666666
lomax,10,1,edivisive,82,0,0.0
lomax,10,1,ecf_cos,83,0,0.0
lomax,10,1,midast_ks,83,0,0.0
lomax,10,1,midast_cvm,83,0,0.0
lomax,10,1,edivisive,83,0,0.0
lomax,10,1,ecf_cos,84,0,0.0
lomax,10,1,midast_ks,84,0,0.0
lomax,10,1,midast_cvm,84,2,0.0
lomax,10,1,edivisive,84,0,0.0
lomax,10,1,ecf_cos,85,0,0.0
lomax,10,1,midast_ks,85,0,0.0
lomax,10,1,midast_cvm,85,3,0.0
lomax,10,1,edivisive,85,0,0.0
lomax,10,1,ecf_cos,86,0,0.0
lomax,10,1,midast_ks,86,0,0.0
lomax,10,1,midast_cvm,86,3,0.5
lomax,10,1,edivisive,86,0,0.0
lomax,10,1,ecf_cos,87,1,1.0
lomax,10,1,midast_ks,87,0,0.0
lomax,10,1,midast_cvm,87,3,0.0
lomax,10,1,edivisive,87,0,0.0
lomax,10,1,ecf_cos,88,0,0.0
lomax,10,1,midast_ks,88,0,0.0
lomax,10,1,midast_cvm,88,0,0.0
lomax,10,1,edivisive,88,0,0.0
lomax,10,1,ecf_cos,89,0,0.0
lomax,10,1,midast_ks,89,0,0.0
lomax,10,1,midast_cvm,89,3,0.5
lomax,10,1,edivisive,89,2,0.0
lomax,10,1,ecf_cos,90,0,0.0
lomax,10,1,midast_ks,90,0,0.0
lomax,10,1,midast_cvm,90,0,0.0
lomax,10,1,edivisive,90,0,0.0
lomax,10,1,ecf_cos,91,0,0.0
lomax,10,1,midast_ks,91,0,0.0
lomax,10,1,midast_cvm,91,4,0.4
lomax,10,1,edivisive,91,0,0.0
lomax,10,1,ecf_cos,92,0,0.0
lomax,10,1,midast_ks,92,0,0.0
lomax,10,1,midast_cvm,92,0,0.0
lomax,10,1,edivisive,92,0,0.0
lomax,10,1,ecf_cos,93,0,0.0
lomax,10,1,midast_ks,93,0,0.0
lomax,10,1,midast_cvm,93,5,0.0
lomax,10,1,edivisive,93,0,0.0
lomax,10,1,ecf_cos,94,0,0.0
lomax,10,1,midast_ks,94,0,0.0
lomax,10,1,midast_cvm,94,1,1.0
lomax,10,1,edivisive,94,0,0.0
lomax,10,1,ecf_cos,95,0,0.0
lomax,10,1,midast_ks,95,0,0.0
lomax,10,1,midast_cvm,95,1,1.0
lomax,10,1,edivisive,95,0,0.0
lomax,10,1,ecf_cos,96,1,1.0
lomax,10,1,midast_ks,96,0,0.0
lomax,10,1,midast_cvm,96,1,1.0
lomax,10,1,edivisive,96,0,0.0
lomax,10,1,ecf_cos,97,0,0.0
lomax,10,1,midast_ks,97,0,0.0
lomax,10,1,midast_cvm,97,3,0.5
lomax,10,1,edivisive,97,0,0.0
lomax,10,1,ecf_cos,98,0,0.0
lomax,10,1,midast_ks,98,0,0.0
lomax,10,1,midast_cvm,98,2,0.0
lomax,10,1,edivisive,98,0,0.0
lomax,10,1,ecf_cos,99,0,0.0
lomax,10,1,midast_ks,99,0,0.0
lomax,10,1,midast_cvm,99,2,0.0
lomax,10,1,edivisive,99,1,0.0
lomax,10,2,ecf_cos,0,1,0.6666666666666666
lomax,10,2,midast_ks,0,0,0.0
lomax,10,2,midast_cvm,0,2,0.0
lomax,10,2,edivisive,0,4,0.3333333333333333
lomax,10,2,ecf_cos,1,0,0.0
lomax,10,2,midast_ks,1,0,0.0
lomax,10,2,midast_cvm,1,0,0.0
lomax,10,2,edivisive,1,0,0.0
lomax,10,2,ecf_cos,2,0,0.0
lomax,10,2,midast_ks,2,0,0.0
lomax,10,2,midast_cvm,2,1,0.6666666666666666
lomax,10,2,edivisive,2,0,0.0
lomax,10,2,ecf_cos,3,0,0.0
lomax,10,2,midast_ks,3,0,0.0
lomax,10,2,midast_cvm,3,2,0.5
lomax,10,2,edivisive,3,0,0.0
lomax,10,2,ecf_cos,4,0,0.0
lomax,10,2,midast_ks,4,0,0.0
lomax,10,2,midast_cvm,4,1,0.6666666666666666
lomax,10,2,edivisive,4,0,0.0
lomax,10,2,ecf_cos,5,0,0.0
lomax,10,2,midast_ks,5,0,0.0
lomax,10,2,midast_cvm,5,2,0.5
lomax,10,2,edivisive,5,0,0.0
lomax,10,2,ecf_cos,6,0,0.0
lomax,10,2,midast_ks,6,0,0.0
lomax,10,2,midast_cvm,6,0,0.0
lomax,10,2,edivisive,6,0,0.0
lomax,10,2,ecf_cos,7,0,0.0
lomax,10,2,midast_ks,7,0,0.0
lomax,10,2,midast_cvm,7,3,0.0
lomax,10,2,edivisive,7,1,0.0
lomax,10,2,ecf_cos,8,0,0.0
lomax,10,2,midast_ks,8,0,0.0
lomax,10,2,midast_cvm,8,5,0.5714285714285715
lomax,10,2,edivisive,8,0,0.0
lomax,10,2,ecf_cos,9,0,0.0
lomax,10,2,midast_ks,9,0,0.0
lomax,10,2,midast_cvm,9,1,0.0
lomax,10,2,edivisive,9,0,0.0
lomax,10,2,ecf_cos,10,0,0.0
lomax,10,2,midast_ks,10,0,0.0
lomax,10,2,midast_cvm,10,2,0.5
lomax,10,2,edivisive,10,0,0.0
lomax,10,2,ecf_cos,11,0,0.0
lomax,10,2,midast_ks,11,0,0.0
lomax,10,2,midast_cvm,11,0,0.0
lomax,10,2,edivisive,11,0,0.0
lomax,10,2,ecf_cos,12,0,0.0
lomax,10,2,midast_ks,12,0,0.0
lomax,10,2,midast_cvm,12,2,0.0
lomax,10,2,edivisive,12,0,0.0
lomax,10,2,ecf_cos,13,0,0.0
lomax,10,2,midast_ks,13,0,0.0
lomax,10,2,midast_cvm,13,2,0.0
lomax,10,2,edivisive,13,0,0.0
lomax,10,2,ecf_cos,14,0,0.0
lomax,10,2,midast_ks,14,0,0.0
lomax,10,2,midast_cvm,14,2,0.5
lomax,10,2,edivisive,14,0,0.0
lomax,10,2,ecf_cos,15,0,0.0
lomax,10,2,midast_ks,15,0,0.0
lomax,10,2,midast_cvm,15,0,0.0
lomax,10,2,edivisive,15,0,0.0
lomax,10,2,ecf_cos,16,0,0.0
lomax,10,2,midast_ks,16,0,0.0
lomax,10,2,midast_cvm,16,2,0.0
lomax,10,2,edivisive,16,0,0.0
lomax,10,2,ecf_cos,17,0,0.0
lomax,10,2,midast_ks,17,0,0.0
lomax,10,2,midast_cvm,17,0,0.0
lomax,10,2,edivisive,17,0,0.0
lomax,10,2,ecf_cos,18,0,0.0
lomax,10,2,midast_ks,18,0,0.0
lomax,10,2,midast_cvm,18,1,0.0
lomax,10,2,edivisive,18,0,0.0
lomax,10,2,ecf_cos,19,0,0.0
lomax,10,2,midast_ks,19,0,0.0
lomax,10,2,midast_cvm,19,1,0.6666666666666666
lomax,10,2,edivisive,19,0,0.0
lomax,10,2,ecf_cos,20,0,0.0
lomax,10,2,midast_ks,20,0,0.0
lomax,10,2,midast_cvm,20,1,0.6666666666666666
lomax,10,2,edivisive,20,0,0.0
lomax,10,2,ecf_cos,21,1,0.0
lomax,10,2,midast_ks,21,0,0.0
lomax,10,2,midast_cvm,21,4,0.3333333333333333
lomax,10,2,edivisive,21,0,0.0
lomax,10,2,ecf_cos,22,0,0.0
lomax,10,2,midast_ks,22,0,0.0
lomax,10,2,midast_cvm,22,1,0.0
lomax,10,2,edivisive,22,0,0.0
lomax,10,2,ecf_cos,23,0,0.0
lomax,10,2,midast_ks,23,0,0.0
lomax,10,2,midast_cvm,23,1,0.6666666666666666
lomax,10,2,edivisive,23,0,0.0
lomax,10,2,ecf_cos,24,0,0.0
lomax,10,2,midast_ks,24,0,0.0
lomax,10,2,midast_cvm,24,3,0.4
lomax,10,2,edivisive,24,1,0.0
lomax,10,2,ecf_cos,25,0,0.0
lomax,10,2,midast_ks,25,0,0.0
lomax,10,2,midast_cvm,25,4,0.3333333333333333
lomax,10,2,edivisive,25,0,0.0
lomax,10,2,ecf_cos,26,0,0.0
lomax,10,2,midast_ks,26,0,0.0
lomax,10,2,midast_cvm,26,0,0.0
lomax,10,2,edivisive,26,0,0.0
lomax,10,2,ecf_cos,27,0,0.0
lomax,10,2,midast_ks,27,0,0.0
lomax,10,2,midast_cvm,27,2,0.0
lomax,10,2,edivisive,27,0,0.0
lomax,10,2,ecf_cos,28,0,0.0
lomax,10,2,midast_ks,28,0,0.0
lomax,10,2,midast_cvm,28,3,0.4
lomax,10,2,edivisive,28,1,0.0
lomax,10,2,ecf_cos,29,0,0.0
lomax,10,2,midast_ks,29,0,0.0
lomax,10,2,midast_cvm,29,3,0.4
lomax,10,2,edivisive,29,0,0.0
lomax,10,2,ecf_cos,30,0,0.0
lomax,10,2,midast_ks,30,0,0.0
lomax,10,2,midast_cvm,30,1,0.0
lomax,10,2,edivisive,30,0,0.0
lomax,10,2,ecf_cos,31,0,0.0
lomax,10,2,midast_ks,31,0,0.0
lomax,10,2,midast_cvm,31,1,0.0
lomax,10,2,edivisive,31,0,0.0
lomax,10,2,ecf_cos,32,0,0.0
lomax,10,2,midast_ks,32,0,0.0
lomax,10,2,midast_cvm,32,3,0.4
lomax,10,2,edivisive,32,0,0.0
lomax,10,2,ecf_cos,33,0,0.0
lomax,10,2,midast_ks,33,0,0.0
lomax,10,2,midast_cvm,33,1,0.0
lomax,10,2,edivisive,33,0,0.0
lomax,10,2,ecf_cos,34,0,0.0
lomax,10,2,midast_ks,34,0,0.0
lomax,10,2,midast_cvm,34,0,0.0
lomax,10,2,edivisive,34,0,0.0
lomax,10,2,ecf_cos,35,0,0.0
lomax,10,2,midast_ks,35,0,0.0
lomax,10,2,midast_cvm,35,2,0.5
lomax,10,2,edivisive,35,0,0.0
lomax,10,2,ecf_cos,36,0,0.0
lomax,10,2,midast_ks,36,0,0.0
lomax,10,2,midast_cvm,36,2,0.0
lomax,10,2,edivisive,36,0,0.0
lomax,10,2,ecf_cos,37,0,0.0
lomax,10,2,midast_ks,37,0,0.0
lomax,10,2,midast_cvm,37,0,0.0
lomax,10,2,edivisive,37,0,0.0
lomax,10,2,ecf_cos,38,1,0.0
lomax,10,2,midast_ks,38,0,0.0
lomax,10,2,midast_cvm,38,2,0.5
lomax,10,2,edivisive,38,0,0.0
lomax,10,2,ecf_cos,39,0,0.0
lomax,10,2,midast_ks,39,0,0.0
lomax,10,2,midast_cvm,39,0,0.0
lomax,10,2,edivisive,39,0,0.0
lomax,10,2,ecf_cos,40,0,0.0
lomax,10,2,midast_ks,40,0,0.0
lomax,10,2,midast_cvm,40,0,0.0
lomax,10,2,edivisive,40,0,0.0
lomax,10,2,ecf_cos,41,0,0.0
lomax,10,2,midast_ks,41,0,0.0
lomax,10,2,midast_cvm,41,3,0.4
lomax,10,2,edivisive,41,0,0.0
lomax,10,2,ecf_cos,42,0,0.0
lomax,10,2,midast_ks,42,0,0.0
lomax,10,2,midast_cvm,42,2,1.0
lomax,10,2,edivisive,42,0,0.0
lomax,10,2,ecf_cos,43,0,0.0
lomax,10,2,midast_ks,43,0,0.0
lomax,10,2,midast_cvm,43,1,0.0
lomax,10,2,edivisive,43,0,0.0
lomax,10,2,ecf_cos,44,0,0.0
lomax,10,2,midast_ks,44,0,0.0
lomax,10,2,midast_cvm,44,1,0.0
lomax,10,2,edivisive,44,0,0.0
lomax,10,2,ecf_cos,45,0,0.0
lomax,10,2,midast_ks,45,0,0.0
lomax,10,2,midast_cvm,45,4,0.3333333333333333
lomax,10,2,edivisive,45,0,0.0
lomax,10,2,ecf_cos,46,0,0.0
lomax,10,2,midast_ks,46,0,0.0
lomax,10,2,midast_cvm,46,4,0.0
lomax,10,2,edivisive,46,0,0.0
lomax,10,2,ecf_cos,47,0,0.0
lomax,10,2,midast_ks,47,0,0.0
lomax,10,2,midast_cvm,47,1,0.0
lomax,10,2,edivisive,47,0,0.0
lomax,10,2,ecf_cos,48,0,0.0
lomax,10,2,midast_ks,48,0,0.0
lomax,10,2,midast_cvm,48,2,0.5
lomax,10,2,edivisive,48,0,0.0
lomax,10,2,ecf_cos,49,1,0.0
lomax,10,2,midast_ks,49,0,0.0
lomax,10,2,midast_cvm,49,3,0.8
lomax,10,2,edivisive,49,0,0.0
lomax,10,2,ecf_cos,50,0,0.0
lomax,10,2,midast_ks,50,0,0.0
lomax,10,2,midast_cvm,50,1,0.6666666666666666
lomax,10,2,edivisive,50,0,0.0
lomax,10,2,ecf_cos,51,0,0.0
lomax,10,2,midast_ks,51,0,0.0
lomax,10,2,midast_cvm,51,3,0.4
lomax,10,2,edivisive,51,0,0.0
lomax,10,2,ecf_cos,52,1,0.0
lomax,10,2,midast_ks,52,0,0.0
lomax,10,2,midast_cvm,52,3,0.4
lomax,10,2,edivisive,52,0,0.0
lomax,10,2,ecf_cos,53,0,0.0
lomax,10,2,midast_ks,53,0,0.0
lomax,10,2,midast_cvm,53,1,0.0
lomax,10,2,edivisive,53,0,0.0
lomax,10,2,ecf_cos,54,1,0.6666666666666666
lomax,10,2,midast_ks,54,0,0.0
lomax,10,2,midast_cvm,54,3,0.4
lomax,10,2,edivisive,54,1,0.0
lomax,10,2,ecf_cos,55,0,0.0
lomax,10,2,midast_ks,55,0,0.0
lomax,10,2,midast_cvm,55,1,0.0
lomax,10,2,edivisive,55,1,0.6666666666666666
lomax,10,2,ecf_cos,56,0,0.0
lomax,10,2,midast_ks,56,0,0.0
lomax,10,2,midast_cvm,56,1,0.0
lomax,10,2,edivisive,56,0,0.0
lomax,10,2,ecf_cos,57,0,0.0
lomax,10,2,midast_ks,57,0,0.0
lomax,10,2,midast_cvm,57,2,0.0
lomax,10,2,edivisive,57,0,0.0
lomax,10,2,ecf_cos,58,1,0.6666666666666666
lomax,10,2,midast_ks,58,0,0.0
lomax,10,2,midast_cvm,58,1,0.6666666666666666
lomax,10,2,edivisive,58,0,0.0
lomax,10,2,ecf_cos,59,0,0.0
lomax,10,2,midast_ks,59,0,0.0
lomax,10,2,midast_cvm,59,2,0.0
lomax,10,2,edivisive,59,0,0.0
lomax,10,2,ecf_cos,60,0,0.0
lomax,10,2,midast_ks,60,0,0.0
lomax,10,2,midast_cvm,60,1,0.0
lomax,10,2,edivisive,60,0,0.0
lomax,10,2,ecf_cos,61,0,0.0
lomax,10,2,midast_ks,61,0,0.0
lomax,10,2,midast_cvm,61,0,0.0
lomax,10,2,edivisive,61,0,0.0
lomax,10,2,ecf_cos,62,0,0.0
lomax,10,2,midast_ks,62,0,0.0
lomax,10,2,midast_cvm,62,4,0.0
lomax,10,2,edivisive,62,0,0.0
lomax,10,2,ecf_cos,63,0,0.0
lomax,10,2,midast_ks,63,0,0.0
lomax,10,2,midast_cvm,63,6,0.25
lomax,10,2,edivisive,63,2,0.0
lomax,10,2,ecf_cos,64,0,0.0
lomax,10,2,midast_ks,64,0,0.0
lomax,10,2,midast_cvm,64,0,0.0
lomax,10,2,edivisive,64,0,0.0
lomax,10,2,ecf_cos,65,0,0.0
lomax,10,2,midast_ks,65,0,0.0
lomax,10,2,midast_cvm,65,1,0.6666666666666666
lomax,10,2,edivisive,65,0,0.0
lomax,10,2,ecf_cos,66,0,0.0
lomax,10,2,midast_ks,66,0,0.0
lomax,10,2,midast_cvm,66,3,0.0
lomax,10,2,edivisive,66,2,0.5
lomax,10,2,ecf_cos,67,0,0.0
lomax,10,2,midast_ks,67,0,0.0
lomax,10,2,midast_cvm,67,3,0.0
lomax,10,2,edivisive,67,0,0.0
lomax,10,2,ecf_cos,68,0,0.0
lomax,10,2,midast_ks,68,0,0.0
lomax,10,2,midast_cvm,68,2,0.5
lomax,10,2,edivisive,68,0,0.0
lomax,10,2,ecf_cos,69,0,0.0
lomax,10,2,midast_ks,69,0,0.0
lomax,10,2,midast_cvm,69,7,0.22222222222222224
lomax,10,2,edivisive,69,0,0.0
lomax,10,2,ecf_cos,70,0,0.0
lomax,10,2,midast_ks,70,0,0.0
lomax,10,2,midast_cvm,70,2,0.5
lomax,10,2,edivisive,70,0,0.0
lomax,10,2,ecf_cos,71,0,0.0
lomax,10,2,midast_ks,71,0,0.0
lomax,10,2,midast_cvm,71,2,0.0
lomax,10,2,edivisive,71,0,0.0
lomax,10,2,ecf_cos,72,0,0.0
lomax,10,2,midast_ks,72,0,0.0
lomax,10,2,midast_cvm,72,2,0.0
lomax,10,2,edivisive,72,0,0.0
lomax,10,2,ecf_cos,73,0,0.0
lomax,10,2,midast_ks,73,0,0.0
lomax,10,2,midast_cvm,73,1,0.0
lomax,10,2,edivisive,73,0,0.0
lomax,10,2,ecf_cos,74,0,0.0
lomax,10,2,midast_ks,74,0,0.0
lomax,10,2,midast_cvm,74,2,0.5
lomax,10,2,edivisive,74,0,0.0
lomax,10,2,ecf_cos,75,0,0.0
lomax,10,2,midast_ks,75,0,0.0
lomax,10,2,midast_cvm,75,4,0.3333333333333333
lomax,10,2,edivisive,75,0,0.0
lomax,10,2,ecf_cos,76,0,0.0
lomax,10,2,midast_ks,76,0,0.0
lomax,10,2,midast_cvm,76,1,0.0
lomax,10,2,edivisive,76,0,0.0
lomax,10,2,ecf_cos,77,0,0.0
lomax,10,2,midast_ks,77,0,0.0
lomax,10,2,midast_cvm,77,2,0.5
lomax,10,2,edivisive,77,0,0.0
lomax,10,2,ecf_cos,78,0,0.0
lomax,10,2,midast_ks,78,0,0.0
lomax,10,2,midast_cvm,78,3,0.0
lomax,10,2,edivisive,78,0,0.0
lomax,10,2,ecf_cos,79,0,0.0
lomax,10,2,midast_ks,79,0,0.0
lomax,10,2,midast_cvm,79,0,0.0
lomax,10,2,edivisive,79,0,0.0
lomax,10,2,ecf_cos,80,0,0.0
lomax,10,2,midast_ks,80,0,0.0
lomax,10,2,midast_cvm,80,1,0.0
lomax,10,2,edivisive,80,0,0.0
lomax,10,2,ecf_cos,81,0,0.0
lomax,10,2,midast_ks,81,0,0.0
lomax,10,2,midast_cvm,81,3,0.0
lomax,10,2,edivisive,81,0,0.0
lomax,10,2,ecf_cos,82,0,0.0
lomax,10,2,midast_ks,82,0,0.0
lomax,10,2,midast_cvm,82,0,0.0
lomax,10,2,edivisive,82,0,0.0
lomax,10,2,ecf_cos,83,1,0.0
lomax,10,2,midast_ks,83,0,0.0
lomax,10,2,midast_cvm,83,0,0.0
lomax,10,2,edivisive,83,0,0.0
lomax,10,2,ecf_cos,84,0,0.0
lomax,10,2,midast_ks,84,0,0.0
lomax,10,2,midast_cvm,84,1,0.6666666666666666
lomax,10,2,edivisive,84,0,0.0
lomax,10,2,ecf_cos,85,0,0.0
lomax,10,2,midast_ks,85,0,0.0
lomax,10,2,midast_cvm,85,2,0.0
lomax,10,2,edivisive,85,0,0.0
lomax,10,2,ecf_cos,86,2,0.0
lomax,10,2,midast_ks,86,0,0.0
lomax,10,2,midast_cvm,86,2,0.5
lomax,10,2,edivisive,86,0,0.0
lomax,10,2,ecf_cos,87,1,0.0
lomax,10,2,midast_ks,87,0,0.0
lomax,10,2,midast_cvm,87,1,0.0
lomax,10,2,edivisive,87,0,0.0
lomax,10,2,ecf_cos,88,0,0.0
lomax,10,2,midast_ks,88,0,0.0
lomax,10,2,midast_cvm,88,1,0.6666666666666666
lomax,10,2,edivisive,88,0,0.0
lomax,10,2,ecf_cos,89,0,0.0
lomax,10,2,midast_ks,89,0,0.0
lomax,10,2,midast_cvm,89,0,0.0
lomax,10,2,edivisive,89,0,0.0
lomax,10,2,ecf_cos,90,0,0.0
lomax,10,2,midast_ks,90,0,0.0
lomax,10,2,midast_cvm,90,1,0.6666666666666666
lomax,10,2,edivisive,90,0,0.0
lomax,10,2,ecf_cos,91,0,0.0
lomax,10,2,midast_ks,91,0,0.0
